block,streetName,streetType,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,class,pavement,streetID
400,WEST,ST,S,8,4,5,296,74,4/15,1996,F,Local,6,12573706
500,TOWNSEND,ST,N,8,4,5,440,35,4/15,2011,F,Local,6,12577975
800,ADAMS,ST,E,10,5,5,763,30,6/15,2015,F,MA,6,12577753
200,WILBUR,AVE,S,6,3,4,293,41,3/09,1999,F,CO,6,12573404
400,ALVORD,ST,S,4,3,2,704,32,12/09,1987,F,Local,6,12580056
400,AVERY,AVE,S,7,3,4,1877,36,3/09,1996,F,CO,4,12572435
2500,GENESEE,ST,E,7,4,4,294,40,12/06,2004,F,PA,6,12578700
500,BEECH,ST,S,6,3,3,850,24,12/06,1994,F,Local,6,12578189
300,GEDDES,ST,N,10,5,5,792,46,11/11,2011,F,MA,6,12573540
3300,GENESEE,ST,E,4,2,4,330,40,3/12,2004,F,PA,6,13013219
700,MCBRIDE,ST,N,6,2,4,978,30,1/12,2000,F,Local,6,12577978
500,ONONDAGA,ST,W,10,3,3,385,58,2/12,2013,F,MA,6,12573348
800,ADAMS,ST,E,7,4,3,763,30,3/10,2002,F,MA,6,12577751
500,MIDLER,AVE,S,6,3,4,570,36,3/06,1989,F,MA,6,12580958
700,GENESEE,ST,E,10,5,5,600,71,10/05,2005,F,PA,6,12577798
100,WEST,ST,S,7,3,5,612,60,3/05,1996,F,Local,6,13002308
200,PLEASANT,AVE,W,7,4,4,800,27,3/05,2002,F,Local,6,12576801
300,FRANKLIN,ST,S,8,4,5,300,45,2/04,2001,F,Local,6,12573744
5900,SALINA,ST,S,6,3,3,211,40,3/04,2001,F,MA,6,12564386
600,NEWELL,ST,W,8,4,4,733,24,1/03,1998,F,Local,6,12571974
800,GEDDES,ST,S,8,4,4,400,56,3/04,2002,F,MA,6,12573105
500,NEWELL,ST,W,8,4,4,286,24,1/01,1998,F,Local,6,12572092
600,FAYETTE,ST,W,4,2,3,475,34,1/01,1988,F,MA,6,12573635
100,BORDEN,AVE,E,3,3,1,550,33,3/12,1991,F,Local,6,12577250
100,PLEASANT,AVE,E,5,2,4,137,25,3/13,1996,F,Local,6,12576845
1000,GEDDES,ST,S,7,4,4,390,40,3/13,2000,F,MA,6,12573091
300,GEDDES,ST,S,10,5,5,248,56,11/11,2011,F,MA,6,12573436
3700,SALINA,ST,S,7,3,4,296,40,1/12,2001,F,MA,6,12576749
400,TAYLOR,ST,E,7,3,5,475,27,2/12,2000,F,Local,6,12577403
1000,MCBRIDE,ST,S,6,3,5,885,30,3/07,1998,F,Local,6,12577413
300,STATE,ST,S,6,3,3,185,45,2/06,2003,F,PA,6,12577705
900,TOWNSEND,ST,S,9,5,5,921,34,3/07,2004,F,Local,6,12577666
2400,ERIE,BLVD,E,8,4,4,2677,56,3/05,1999,F,PA,6,12578849
100,CALTHROP,AVE,E,5,4,3,211,30,1/03,1990,F,Local,4,12576774
100,LOWELL,AVE,S,10,5,5,280,30,11/03,2003,F,Local,6,12573390
1600,ONONDAGA,ST,W,5,2,3,840,35,3/04,1991,F,MA,6,13029105
500,MIDLER,AVE,S,6,3,4,570,36,3/04,1989,F,MA,6,12580958
5500,SALINA,ST,S,8,4,4,618,40,3/04,2001,F,MA,6,12564383
3700,SALINA,ST,S,10,5,5,296,40,11/01,2001,F,MA,6,12576750
5500,SALINA,ST,S,10,5,5,359,40,11/01,2001,F,MA,6,12564377
700,SALINA,ST,S,8,4,4,686,56,1/02,1997,F,Local,6,12577378
100,SALINA,ST,N,6,4,3,366,60,1/01,1989,F,MA,6,12573893
900,FAYETTE,ST,W,5,2,3,950,34,1/01,1988,F,MA,6,13013142
1100,ERIE,BLVD,E,7,4,5,627,56,4/14,2004,F,PA,6,12578236
1400,ONONDAGA,ST,W,4,2,3,330,35,12/99,1991,F,MA,6,12573003
200,MCBRIDE,ST,N,6,3,5,405,30,4/14,2004,F,Local,6,12577934
500,WARREN,ST,S,5,2,3,440,38,4/14,1988,F,Local,6,13011856
100,FLORENCE,AVE,E,8,4,4,585,25,3/09,2004,O,Local,3,13012956
400,FAYETTE,ST,E,8,4,5,500,34,2/09,2003,F,MA,6,12577707
500,GEDDES,ST,S,6,3,3,306,56,2/10,2002,F,MA,6,12573433
200,STATE,ST,N,6,3,3,378,60,3/08,1991,F,Local,6,12577872
1800,STATE,ST,S,5,3,2,422,32,3/11,1987,F,Local,6,12577293
1200,SALINA,ST,N,5,3,3,575,54,2/12,2003,F,MA,6,12575273
2500,SALINA,ST,S,6,3,3,296,40,3/13,1998,F,PA,6,12576834
300,TOWNSEND,ST,N,8,4,5,345,35,4/13,2008,F,Local,6,12577966
1200,COLVIN,ST,E,5,3,3,470,36,1/07,1987,F,MA,6,12576986
2100,FAYETTE,ST,E,6,4,3,270,36,12/06,1992,F,CO,6,12578721
4200,SALINA,ST,S,6,3,5,322,40,2/06,2001,F,MA,6,13028542
4300,SALINA,ST,S,6,3,5,560,40,2/06,2001,F,MA,6,12576630
600,BEECH,ST,S,7,4,3,1015,24,12/06,1994,F,Local,6,12578181
1400,SALINA,ST,S,7,4,4,475,40,2/05,2002,F,PA,6,12577260
1100,FAYETTE,ST,W,6,4,3,1150,30,3/03,1992,F,Local,6,12573448
1700,ONONDAGA,ST,W,5,3,2,1156,35,3/04,1991,F,MA,6,13028443
300,FRANKLIN,ST,S,10,5,5,300,45,11/01,2001,F,Local,6,12573744
300,STATE,ST,S,3,1,3,185,45,1/03,1983,F,PA,6,12577705
400,LOWELL,AVE,S,6,3,3,200,30,1/02, 1984,F,Local,6,13010428
400,ONONDAGA,ST,W,8,4,5,306,58,12/01,1999,F,MA,6,12573352
200,COLVIN,ST,E,6,3,3,456,36,1/01,1987,F,MA,6,12577278
2700,SALINA,ST,S,8,4,5,265,40,1/01,1998,F,PA,6,12576870
1000,ERIE,BLVD,E,7,3,5,560,56,4/14,2004,F,PA,6,12578229
2600,FAYETTE,ST,E,3,2,2,850,36,5/14,1989,F,CO,6,12578772
500,HIAWATHA,BLVD,W,9,5,5,1170,50,4/15,2013,F,MA,6,13020313
500,SALINA,ST,N,8,4,4,581,70,4/14,2003,F,MA,6,12579995
100,WARREN,ST,S,4,2,2,405,38,4/14,1988,F,Local,6,12577826
1700,STATE,ST,S,9,5,5,211,32,9/14,2012,F,Local,6,12577249
200,STATE,ST,N,6,3,3,378,60,3/09,1991,F,Local,6,12577873
400,ONONDAGA,ST,W,5,3,3,306,58,2/10,1999,F,MA,6,12573351
400,WASHINGTON,ST,E,10,5,5,540,38,9/07,2007,F,CO,6,12577877
600,BEECH,ST,S,8,4,4,1015,24,1/01,1994,F,Local,6,12578172
100,ALVORD,ST,S,5,2,3,352,32,4/14,1987,F,Local,6,12580079
1300,STATE,ST,N,8,4,5,183,35,4/15,2007,F,MA,6,12575153
300,TAYLOR,ST,E,6,3,3,495,27,4/14,2000,F,Local,6,13002517
300,TAYLOR,ST,E,6,3,3,495,27,4/14,2000,F,Local,6,12577401
500,BRIGHTON,AVE,W,6,2,3,557,28,3/15,2008,F,Local,6,12572101
1300,ONONDAGA,ST,W,9,5,5,628,35,2/10,2005,F,MA,6,12573046
200,BELDEN,AVE,E,6,3,3,163,30,1/10,1999,F,Local,6,12577948
700,GEDDES,ST,S,6,3,4,345,60,2/10,2002,F,MA,6,13020699
800,SALINA,ST,S,7,4,3,137,56,1/10,1997,F,Local,6,13002503
1600,COLVIN,ST,E,7,4,4,1848,36,12/07,1998,F,MA,6,12577133
1900,GENESEE,ST,W,7,3,4,554,40,3/08,2001,F,PA,6,12572750
300,BORDEN,AVE,W,9,5,5,700,25,12/07,2005,F,Local,3,12573194
900,COLVIN,ST,E,8,4,4,343,36,1/07,1987,F,MA,6,12577495
1600,ERIE,BLVD,E,4,3,2,533,56,1/11,1997,F,PA,6,12578311
400,FRANKLIN,ST,N,10,5,5,507,45,9/10,2010,F,Local,6,12573945
100,HUGHES,PL,N,6,3,4,528,24,2/12,1994,O,Local,3,12577497
2200,GEDDES,ST,S,7,4,4,686,36,3/12,1996,F,MA,6,13013093
200,AVERY,AVE,S,5,2,3,352,36,2/13,1996,F,CO,6,12572695
200,PLEASANT,AVE,W,5,3,2,800,27,3/13,2002,F,Local,6,12576801
900,GENESEE,ST,W,7,4,4,815,56,2/13,2004,F,PA,6,12573562
1400,SALINA,ST,N,6,3,5,465,42,1/06,2003,F,MA,6,12575222
700,ADAMS,ST,E,6,3,3,411,30,2/06,2002,F,MA,6,12577726
1600,GENESEE,ST,E,8,4,5,556,42,12/05,2004,F,PA,6,12578195
500,GENESEE,ST,W,8,4,5,465,48,3/03,1999,F,PA,6,12573908
1700,STATE,ST,S,8,4,4,211,32,1/01,1987,F,Local,6,12577249
800,GEDDES,ST,S,7,4,4,400,56,1/02,1997,F,MA,6,12573105
1600,FAYETTE,ST,E,4,2,2,600,36,3/13,2002,F,MA,6,12578216
600,STATE,ST,N,4,2,3,327,60,1/12,2002,F,MA,6,12577959
100,WILLOW,ST,E,9,5,5,265,40,2/06,2003,F,Local,6,12577850
1000,ERIE,BLVD,W,8,4,4,1710,56,2/06,2003,F,Local,4,12573449
1600,ERIE,BLVD,W,8,4,5,369,48,3/07,2004,F,PA,4,12572884
1600,GEDDES,ST,S,9,5,5,265,36,12/06,2004,F,MA,6,12572966
300,FAYETTE,ST,E,8,4,5,525,36,3/07,2003,F,MA,6,12577697
700,SALINA,ST,S,6,3,3,686,56,2/06,1997,F,Local,6,12577377
800,BRIGHTON,AVE,E,10,5,5,1060,82,10/05,2005,F,MA,4,13002015
2500,FAYETTE,ST,E,5,4,2,300,36,3/05,1989,F,CO,6,12578760
1300,COLVIN,ST,E,6,4,3,2012,36,3/04,1999,F,MA,6,12577020
1300,GENESEE,ST,E,10,3,5,219,42,11/04,2004,F,PA,6,12578148
2100,GENESEE,ST,E,10,5,5,306,40,11/04,2004,F,PA,6,12578703
400,NEWELL,ST,W,8,4,4,308,24,1/03,1998,F,Local,6,12572093
5100,SALINA,ST,S,8,4,5,280,40,3/04,2001,F,MA,6,12576527
900,COLVIN,ST,E,6,3,3,343,36,1/03,1987,F,MA,6,13020840
300,LOWELL,AVE,S,5,3,3,275,30,3/03,1984,F,Local,6,12573396
4000,SALINA,ST,S,10,5,5,354,40,11/01,2001,F,MA,6,13028541
100,STATE,ST,S,5,3,3,492,45,4/14,2003,F,PA,6,12577878
3000,GENESEE,ST,E,6,3,3,676,40,12/99,1986,F,PA,6,12578861
600,GEDDES,ST,S,8,4,5,343,56,2/00,1997,F,MA,6,12573429
700,GENESEE,ST,E,5,3,3,600,50,3/00,1985,F,PA,6,12577798
200,MONTICELLO,DR,N,7,4,4,846,28,12/98,1995,O,Local,3,12576626
400,ALVORD,ST,S,4,2,2,704,32,4/15,1987,F,Local,6,12580056
100,COLVIN,ST,E,8,4,4,522,36,3/09,2004,F,MA,6,12577273
3500,SALINA,ST,S,7,4,3,259,40,3/10,2001,F,MA,6,12576766
4900,SALINA,ST,S,6,3,3,498,40,3/10,2001,F,MA,6,13028594
1800,GENESEE,ST,E,6,3,4,435,42,3/11,2004,F,PA,6,12578211
700,ERIE,BLVD,W,5,3,3,1245,36,2/12,2001,F,PA,4,13002381
500,BRIGHTON,AVE,W,6,2,4,557,28,3/13,2008,F,Local,6,12572100
600,BRIGHTON,AVE,W,5,3,2,337,28,1/12,2003,F,Local,6,12572076
1200,STATE,ST,S,4,3,1,898,40,3/07,1987,F,PA,6,13002509
1500,GEDDES,ST,S,8,4,5,400,36,12/06,2004,F,MA,6,13013133
700,BRIGHTON,AVE,E,10,5,5,1349,85,10/05,2005,F,MA,4,12576905
400,WILLOW,ST,E,8,4,4,715,34,1/05,1997,F,Local,6,12577951
500,WILBUR,AVE,S,8,4,5,410,41,3/05,2002,F,CO,6,12573425
100,FAYETTE,ST,E,7,4,4,300,38,1/03,1999,F,MA,6,12577689
1600,GENESEE,ST,W,9,4,5,315,40,3/04,2001,F,PA,6,12572836
200,KENNEDY,ST,W,5,3,4,880,30,3/04,1996,F,Local,6,13028499
200,STATE,ST,N,6,3,4,378,60,2/04,1991,F,Local,6,13001366
200,MIDLER,AVE,S,6,3,2,820,34,4/14,1994,F,MA,6,12580994
3400,GENESEE,ST,E,5,3,3,687,40,5/14,2004,F,PA,6,12578910
400,ERIE,BLVD,W,7,4,5,399,56,4/14,2001,F,PA,6,13002333
600,BRIGHTON,AVE,E,7,4,4,637,35,5/14,2005,F,PA,4,12576909
800,STATE,ST,S,5,3,3,552,45,4/14,1992,F,PA,6,12577671
300,NEWELL,ST,W,4,3,1,968,24,4/15,1998,F,Local,6,12576789
1100,TOWNSEND,ST,N,6,3,2,539,30,12/09,1999,F,Local,6,12575175
200,WATER,ST,E,8,3,5,366,34,1/10,1992,F,CO,6,12577833
300,MCBRIDE,ST,N,5,3,3,420,30,12/09,2004,F,Local,6,12577972
4700,SALINA,ST,S,7,3,4,480,40,3/09,1989,F,MA,6,12576601
4800,SALINA,ST,S,6,3,3,1260,40,3/10,2001,F,MA,6,12576554
700,BRIGHTON,AVE,E,8,4,5,1349,85,12/07,2005,F,MA,4,13016734
1000,DIVISION,ST,E,8,4,5,170,37,2/11,2006,O,Local,3,12580176
1100,STATE,ST,S,5,3,2,417,40,3/11,1987,F,PA,6,12577398
300,BRIGHTON,AVE,E,6,3,3,675,35,3/11,2004,F,PA,4,12576864
200,MONTICELLO,DR,N,4,2,2,846,28,5/13,1995,O,Local,3,12576626
400,CLINTON,ST,S,6,3,3,335,50,1/12,2001,F,MA,6,12573747
400,FAYETTE,ST,E,8,4,5,500,34,3/13,2003,F,MA,6,12577707
5500,SALINA,ST,S,6,3,4,618,40,1/12,2001,F,MA,6,12564377
600,STATE,ST,S,5,3,3,535,45,2/12,1983,F,PA,6,13002520
200,STATE,ST,S,7,3,5,312,45,2/06,2003,F,PA,6,12577706
2000,ERIE,BLVD,E,8,4,4,725,56,3/05,1999,F,PA,6,12578795
100,BEARD,AVE,W,6,3,2,587,28,1/03,1996,F,Local,6,12577235
1100,BELDEN,AVE,W,8,4,5,765,34,3/04,1997,F,Local,6,12573560
2000,COLVIN,ST,E,8,4,4,317,36,3/04,1998,F,MA,6,12577137
3700,SALINA,ST,S,7,3,4,296,40,3/04,2001,F,MA,6,12576749
4900,SALINA,ST,S,6,3,4,498,40,3/04,2001,F,MA,6,13028594
5300,SALINA,ST,S,10,5,5,412,40,11/01,2001,F,MA,6,12576505
100,WEST,ST,S,8,4,5,2900,60,1/01,1996,F,Local,6,13002310
3600,GENESEE,ST,E,5,2,3,525,40,5/14,2004,F,PA,6,12579557
1100,ADAMS,ST,E,7,3,5,616,30,2/00,1998,F,MA,6,12578106
1200,GENESEE,ST,E,6,3,4,378,42,12/99,1988,F,PA,6,12578147
3000,GENESEE,ST,E,5,3,3,1140,40,12/99,1986,F,PA,6,12578861
100,EDWARDS,AVE,S,6,3,3,891,24,4/14,1989,O,Local,3,12581080
1300,STATE,ST,N,10,5,5,183,35,8/07,2007,F,MA,6,12575153
400,SALINA,ST,N,6,3,3,797,54,1/10,1990,F,MA,6,12577958
500,NEWELL,ST,W,6,3,3,286,24,3/09,1998,F,Local,6,12572090
800,FAYETTE,ST,E,6,3,3,600,36,2/09,2002,F,MA,6,12577817
4800,SALINA,ST,S,6,3,4,1260,40,12/07,2001,F,MA,6,12576554
700,GENESEE,ST,E,8,4,5,600,71,3/08,2005,F,PA,6,12577779
1700,ERIE,BLVD,W,8,5,4,2757,40,2/11,2006,F,PA,4,12574897
200,EDWARDS,AVE,N,6,3,4,1027,29,1/13,1999,O,Local,3,12581112
1300,STATE,ST,S,4,3,1,792,32,3/07,1987,F,PA,6,12577348
1900,FAYETTE,ST,E,6,4,2,650,36,12/06,1992,F,CO,6,13028260
1700,SALINA,ST,S,6,4,3,301,40,2/05,2002,F,PA,6,12577261
200,WASHINGTON,ST,E,5,3,3,375,38,1/05,1992,F,CO,6,13013207
2900,ERIE,BLVD,E,8,4,4,2640,56,3/05,1999,F,PA,6,12579670
300,GLEN,AVE,E,6,3,4,375,25,12/02,1993,O,Local,3,12576636
400,LOWELL,AVE,S,10,5,5,200,30,11/03,2003,F,Local,6,13010428
1300,COLVIN,ST,E,7,4,4,2012,36,1/02,1990,F,MA,6,12577020
1700,GENESEE,ST,W,10,5,5,593,40,11/01,2001,F,PA,6,12572817
2200,FAYETTE,ST,E,6,3,3,300,36,1/01,1989,F,CO,6,13028257
300,GLEN,AVE,E,6,3,4,375,25,1/01,1993,O,Local,3,12576636
200,GENESEE,ST,W,6,4,3,450,42,4/15,2012,F,PA,6,12573896
3400,SALINA,ST,S,6,3,4,428,40,5/14,2001,F,MA,6,12576770
600,FAYETTE,ST,W,8,4,5,475,34,4/15,2008,F,MA,6,12573635
1400,COLVIN,ST,W,8,4,3,285,34,3/15,2009,F,Local,6,12572058
400,MCBRIDE,ST,N,5,2,3,322,30,4/14,2004,F,Local,6,12577974
100,JEFFERSON,ST,E,6,3,2,357,48,1/10,2002,F,CO,6,12577677
1000,ONONDAGA,ST,W,8,4,4,785,34,2/10,2005,F,MA,6,12573242
200,ADAMS,ST,E,7,4,3,557,64,3/09,2000,F,Local,6,12577647
2200,GEDDES,ST,S,8,4,4,686,36,3/10,1996,F,MA,6,12571849
4600,SALINA,ST,S,7,3,4,370,40,3/09,1989,F,MA,6,12576608
600,RAYNOR,AVE,E,3,2,2,280,36,1/10,1992,F,Local,6,12577430
800,STATE,ST,N,5,3,3,512,35,2/08,1993,F,MA,6,12575110
800,LAFAYETTE,AVE,W,6,4,2,815,22,3/11,1996,O,Local,3,12572067
200,GENESEE,ST,W,9,5,5,450,42,4/13,2012,F,PA,6,12573896
3900,SALINA,ST,S,7,3,4,359,40,1/12,2001,F,MA,6,12576742
100,WEST,ST,S,7,3,5,612,60,3/07,1996,F,Local,6,13002309
1600,ONONDAGA,ST,W,10,2,3,840,35,10/05,2005,F,MA,6,13029105
200,TOWNSEND,ST,N,7,4,4,513,35,3/07,1990,F,Local,6,12577926
100,LYNHURST,AVE,W,7,3,4,821,27,3/05,1991,O,Local,3,12576768
1100,GENESEE,ST,E,8,4,5,591,42,12/05,2004,F,PA,6,12578132
1500,GEDDES,ST,S,10,5,5,400,36,11/04,2004,F,MA,6,13017196
200,BEARD,AVE,W,6,3,2,572,28,1/05,1996,F,Local,6,12577225
200,WILBUR,AVE,S,6,3,3,293,41,3/05,1999,F,CO,6,12573404
500,WILBUR,AVE,S,8,4,5,410,41,3/05,2002,F,CO,6,12573400
4200,SALINA,ST,S,10,5,5,322,40,11/01,2001,F,MA,6,12576640
1600,GENESEE,ST,W,6,3,4,870,40,4/15,2001,F,PA,6,12572836
500,BRIGHTON,AVE,E,6,3,4,645,35,5/14,2004,F,PA,4,12576910
700,ADAMS,ST,E,4,3,2,411,30,4/14,2002,F,MA,6,12577738
700,GEDDES,ST,N,8,4,5,126,30,4/14,2011,F,MA,6,13001123
300,SALINA,ST,N,6,4,3,1100,60,1/01,1989,F,MA,6,12573955
1900,GENESEE,ST,W,6,3,3,554,40,2/10,2001,F,PA,6,12572750
300,NEWELL,ST,W,5,3,2,968,24,3/09,1998,F,Local,6,12576789
3000,GENESEE,ST,E,7,3,5,1140,40,3/10,2003,F,PA,6,12578861
500,BRIGHTON,AVE,W,10,5,5,557,28,11/08,2008,F,Local,6,12572101
5100,SALINA,ST,S,7,3,4,280,40,12/07        12/07,2001,F,MA,6,12576527
200,BEECH,ST,S,8,4,4,320,30,3/08,2003,F,Local,6,12578164
600,MIDLER,AVE,S,8,4,4,1650,40,12/07,1987,F,Local,6,12580957
900,FAYETTE,ST,W,5,4,1,950,34,3/08,2002,F,MA,6,13013142
1700,STATE,ST,S,5,4,2,211,32,3/11,1987,F,Local,6,12577251
100,EDWARDS,AVE,N,8,4,4,705,29,12/00,1985,O,Local,3,12581106
3300,SALINA,ST,S,6,3,3,348,40,5/14,2001,F,MA,6,12576772
4900,SALINA,ST,S,5,4,2,498,40,5/14,2001,F,MA,6,13028596
5800,SALINA,ST,S,5,3,3,401,40,5/14,2001,F,MA,6,12564396
700,SALINA,ST,N,7,4,5,524,57,4/14,2005,F,MA,6,12575126
1600,ONONDAGA,ST,W,8,5,4,840,35,2/10,2005,F,MA,6,13028441
200,BRIGHTON,AVE,W,8,4,4,821,30,3/10,2001,F,Local,6,12576809
200,JEFFERSON,ST,W,6,3,4,532,36,1/10,2001,F,CO,6,12573738
300,GEDDES,ST,S,6,3,3,248,56,2/10,2002,F,MA,6,12573436
400,ERIE,BLVD,W,7,4,5,399,56,2/10,2001,F,PA,6,13002331
500,OSTRANDER,AVE,W,7,3,5,222,24,2/10,2002,F,Local,6,12571991
600,NEWELL,ST,W,7,4,3,733,24,3/09,1998,F,Local,6,12571974
800,ADAMS,ST,E,7,4,3,763,30,3/08,2002,F,MA,6,12577751
2800,ERIE,BLVD,E,6,3,3,951,56,1/11,1999,F,PA,6,12579024
200,GEDDES,ST,S,10,5,5,525,56,11/11,2011,F,MA,6,12573456
1700,GEDDES,ST,S,8,4,4,265,36,3/13,2004,F,MA,6,12572957
3600,SALINA,ST,S,6,3,4,391,40,2/06,2001,F,MA,6,13020795
3700,SALINA,ST,S,6,3,4,296,40,2/06,2001,F,MA,6,12576749
600,MIDLER,AVE,S,7,4,4,1650,40,3/06,1987,F,Local,6,12580957
800,TOWNSEND,ST,S,10,5,5,576,34,10/05,2005,F,CO,6,12577674
1500,COLVIN,ST,E,6,3,3,422,36,3/04,1999,F,MA,6,12577025
1600,SALINA,ST,S,8,4,3,401,40,12/02,2002,F,PA,6,13002114
200,FRANKLIN,ST,S,8,4,5,300,45,2/04,2001,F,Local,6,12573745
4400,SALINA,ST,S,8,4,5,512,40,3/04,2001,F,MA,6,12576628
500,ERIE,BLVD,W,9,4,5,765,54,3/04,2001,F,PA,6,12573770
500,OSTRANDER,AVE,W,9,5,5,222,24,3/04,2002,F,Local,6,12571991
100,JEFFERSON,ST,E,8,3,4,357,48,1/02,2002,F,CO,6,12577677
1100,GENESEE,ST,E,6,3,3,591,42,12/01,1988,F,PA,6,12578132
200,BRIGHTON,AVE,W,10,5,5,410,30,11/01,2001,F,Local,6,12576809
200,SALINA,ST,S,7,4,3,324,56,1/01,1988,F,Local,6,12573752
100,CALTHROP,AVE,W,10,5,5,1210,25,12/99,1999,F,Local,6,12576769
400,LOWELL,AVE,N,5,3,2,415,36,6/14,2002,F,Local,6,12573483
1000,SALINA,ST,S,6,3,3,560,56,3/09,2002,F,Local,6,13002500
1300,STATE,ST,S,4,3,1,792,32,3/09,1987,F,PA,6,12577353
2600,GENESEE,ST,E,7,4,4,1089,35,3/10,2003,F,PA,6,12578731
2700,GENESEE,ST,E,6,3,3,374,35,3/10,2003,F,PA,6,12578735
100,FAYETTE,ST,E,5,3,2,300,38,3/07,1999,F,MA,6,12577689
1700,ERIE,BLVD,W,10,5,5,2757,40,10/06,2006,F,PA,4,12574897
200,FAYETTE,ST,W,4,3,1,500,37,3/07,1986,F,MA,6,12573746
3000,SALINA,ST,S,6,3,3,370,40,3/07,1998,F,MA,6,12576842
3700,SALINA,ST,S,7,3,4,296,40,12/07,2001,F,MA,6,12576749
4600,SALINA,ST,S,7,3,5,370,40,3/07,1989,F,MA,6,12576609
600,FAYETTE,ST,E,9,5,5,450,36,3/08,2003,F,MA,6,12577789
200,NEWELL,ST,W,5,3,2,841,25,1/12,1996,F,Local,6,12576800
5800,SALINA,ST,S,6,3,3,401,40,1/12,2001,F,MA,6,13011518
300,JEFFERSON,ST,W,7,4,4,885,38,1/12,2005,F,Local,6,12573740
500,BRIGHTON,AVE,W,6,2,4,557,28,3/13,2008,F,Local,6,12572101
500,GENESEE,ST,W,6,3,3,465,48,2/13,1999,F,PA,6,12573908
300,GEDDES,ST,S,7,3,4,240,56,3/06,2002,F,MA,6,12573436
300,MIDLER,AVE,S,8,4,4,781,34,3/06,1994,F,MA,4,12580987
3700,SALINA,ST,S,6,3,4,296,40,2/06,2001,F,MA,6,12576750
600,FAYETTE,ST,E,9,5,5,450,36,2/06,2003,F,MA,6,12577789
100,BEARD,AVE,E,5,3,3,528,25,3/04,1991,F,Local,6,12577248
100,KENNEDY,ST,W,6,3,3,616,30,3/04,1996,F,Local,6,12577255
600,COLVIN,ST,E,7,4,4,263,36,1/03,1990,F,MA,6,13017689
100,CALTHROP,AVE,E,5,4,3,211,30,1/03,1990,O,Local,4,12576774
600,WATER,ST,E,10,5,5,475,34,11/02,2002,F,CO,6,12577994
400,AVERY,AVE,S,6,3,3,1877,36,4/15,1996,F,CO,4,12572435
400,ONONDAGA,ST,W,10,5,5,411,58,12/99,1999,F,MA,6,12573351
1300,GEDDES,ST,S,7,3,3,428,36,3/15,2004,F,MA,6,13013128
1700,ERIE,BLVD,E,10,5,5,861,56,11/13,2013,F,PA,6,12578316
2400,STATE,ST,S,8,5,4,320,30,5/14,2009,F,Local,6,12576877
1600,GENESEE,ST,W,7,4,3,315,40,2/10,2001,F,PA,6,12572829
1100,TOWNSEND,ST,N,6,3,3,539,30,2/08,1999,F,Local,6,12575175
1500,ONONDAGA,ST,W,9,5,5,330,35,3/08,2005,F,MA,6,12572999
200,BRIGHTON,AVE,W,8,4,3,821,30,12/07,2001,F,Local,6,12576809
300,SALINA,ST,N,7,3,4,866,60,3/07,1989,F,MA,6,12577955
3300,SALINA,ST,S,6,3,3,348,40,12/07,2001,F,MA,6,12576772
400,FRANKLIN,ST,S,7,4,4,200,45,3/08,2001,F,Local,6,12573741
4300,SALINA,ST,S,6,3,3,560,40,12/07,2001,F,MA,6,13002117
600,TOWNSEND,ST,N,5,3,2,501,35,11/07,1990,F,Local,6,12577964
600,WARREN,ST,S,6,3,3,605,38,3/08,2000,F,Local,6,12577650
900,WILLOW,ST,E,5,2,4,600,35,12/07,1993,F,Local,6,12580074
800,TOWNSEND,ST,N,10,5,5,502,30,2/08,2008,F,Local,6,12580002
100,COLVIN,ST,E,8,4,3,522,36,3/11,2004,F,MA,6,12577239
2700,FAYETTE,ST,E,3,1,1,325,36,3/11,1989,F,CO,6,12578776
2500,GENESEE,ST,E,6,3,4,294,40,2/13,2004,F,PA,6,13001964
1100,ERIE,BLVD,E,9,5,5,627,56,12/05,2004,F,PA,6,12578236
5200,SALINA,ST,S,6,3,5,359,40,2/06,2001,F,MA,6,13002110
100,FLORENCE,AVE,E,10,5,5,585,25,12/04,2004,O,Local,3,13012956
1100,GEDDES,ST,S,8,4,4,450,40,1/03,2000,F,MA,6,12573088
200,GEDDES,ST,S,7,3,4,525,56,3/04,2002,F,MA,6,12573456
2900,GENESEE,ST,E,10,5,5,1224,40,1/04,2003,F,PA,6,12578746
400,FAYETTE,ST,E,10,5,5,500,34,11/03,2003,F,MA,6,12577707
1700,GENESEE,ST,E,6,3,3,309,42,1/02,1988,F,PA,6,12578209
2100,GENESEE,ST,E,7,3,4,306,40,12/99,1990,F,PA,6,12578703
200,LOWELL,AVE,N,6,2,4,528,36,4/15,2000,F,Local,6,12573471
200,WEST,ST,N,5,3,2,510,40,4/15,1996,F,Local,6,12573864
700,COLVIN,ST,E,6,3,3,475,36,3/15,1990,F,MA,6,12577319
1900,SALINA,ST,S,6,3,3,333,40,3/09,1998,F,PA,6,12577244
700,MCBRIDE,ST,N,6,2,4,978,30,1/10,2000,F,Local,6,12577978
800,WEST,ST,S,6,3,4,354,74,3/09,1996,F,Local,6,12573647
100,BEARD,AVE,E,5,3,2,528,25,12/07,1991,F,Local,6,12577248
100,GEDDES,ST,N,6,3,3,501,56,3/07,1997,F,MA,6,12573468
2400,ERIE,BLVD,E,8,4,4,2677,56,12/06,1999,F,PA,6,12578849
1100,FAYETTE,ST,E,6,3,4,600,36,3/11,2002,F,MA,6,12578140
