StreetNumber,StreetName,StreetNamePostType,Directional,strLocation,dtTime,streetID,VehicleName,Latitude,Longitude
200,PARRISH ,LANE, ,200 PARRISH LANE & GARY AVE,4/28/2016 11:34,12564389,DP2,-76.1423566403,42.9857493948
951,SOUTH ,AVE, ,951 SOUTH AVE,4/30/2016 11:45,13002135,DP2,-76.1593869464,43.0268417052
1016,SOUTH ,AVE, ,1016 SOUTH AVE & ONONDAGA CREE,4/30/2016 12:56,13020281,DP2,-76.1582654447,43.0273784034
5583,SALINA ,ST,S ,5583 SALINA ST S & RICHFIELD A,5/3/2016 10:54,12564409,DP2,-76.1438649386,42.9889520995
107,CONIFER ,DR, ,107 CONIFER DR,5/3/2016 13:20,12564411,DP2,-76.143188633,42.990512098
5523,SALINA ,ST,S ,5523 SALINA ST S & CONIFER DR,5/4/2016 8:54,12564411,DP2,-76.1437637344,42.9905523972
1116,BELLEVUE ,AVE, ,1116-18 BELLEVUE AVE,5/4/2016 12:43,12573047,DP2,-76.1736712464,43.0328219071
253,GREENWOOD ,PL, ,253 GREENWOOD PL & JUDSON ST,5/6/2016 13:40,12578169,DP2,-76.1221671301,43.0407679058
416,MONTICELLO ,DR,N ,416 MONTICELLO DR N,5/16/2016 9:15,12576646,DP2,-76.1386254339,43.0047251
116,FLORENCE ,AVE,W ,116 FLORENCE AVE W,5/16/2016 11:17,12576599,DP2,-76.1435967376,43.0071378985
120,SEELEY ,AVE, ,120 SEELEY AVE,5/18/2016 9:13,12576578,DP1,-76.1435524417,43.0021203999
421,SPENCER ,ST, ,421 SPENCER ST & VAN RENSSELA,5/19/2016 9:54,12573801,DP1,-76.1660221456,43.0559734093
1025,BALLANTYNE ,RD, ,1025 BALLANTYNE RD & SHERLEY D,5/21/2016 9:05,12571937,DP1,-76.1550867381,43.0093376992
219,SHIRLEY ,DR, ,219 SHIRLEY DR & BALLANTYNE R,5/23/2016 10:52,12571942,DP1,-76.1549394413,43.0096510989
906,BALLANTYNE ,RD, ,906 BALLANTYNE RD,5/23/2016 11:00,12571946,DP1,-76.1536262391,43.0099181016
602,BARNES ,AVE, ,602 BARNES AVE & CAMP AVE,5/24/2016 10:32,12571754,DP1,-76.1589942389,43.0074124008
136,MAURICE ,AVE, ,136 MAURICE AVE & BARNES AVE,5/24/2016 13:43,12571929,DP1,-76.1605812476,43.0124688981
145,BRADFORD ,ST, ,145 BRADFORD ST,5/26/2016 11:36,12571775,DP1,-76.1562361415,43.0053449025
149,MAXWELL ,AVE, ,149 MAXWELL AVE & MAINS AVE,5/26/2016 14:03,13006928,DP1,-76.1570224458,43.0059007014
118,MAINS ,AVE, ,118 MAINS AVE,5/26/2016 14:40,12571770,DP1,-76.1576776411,43.0071823976
125,ALEXANDER ,AVE, ,125-27 ALEXANDER AVE,6/1/2016 10:47,12577333,DP1,-76.1509796406,43.0331347076
209,TAFT ,AVE, ,209 TAFT AVE,6/2/2016 8:22,12581050,DP1,-76.1148296369,43.0730997149
340,VINCENT ,ST, ,340 VINCENT ST,6/22/2016 11:22,12576980,DP2,-76.1292139374,43.021495403
628,CUMBERLAND ,AVE, ,628 CUMBERLAND AVE,6/23/2016 13:45,12578494,DP2,-76.1125431281,43.0337769099
101,ARLINGTON ,AVE, ,101 ARLINGTON AVE,7/8/2016 10:09,12572035,DP2,-76.1670204434,43.0235416049
809,WALNUT ,AVE, ,809 WALNUT AVE & MARSHALL ST,7/8/2016 11:49,12578105,DP2,-76.1322584357,43.0416447091
156,PLYMOUTH ,DR, ,156 PLYMOUTH DR                                   ,7/27/2016 10:20,12581231,DP1,-76.1000274312,43.0674349162
220,CORNING ,AVE,W ,220 CORNING AVE W                                 ,8/1/2016 7:41,12576802,DP2,-76.1466674398,43.0183381038
103,GROVE ,ST, ,103 GROVE ST & SHERLEY DR                         ,8/8/2016 7:23,12571940,DP2,-76.1553474382,43.0099607002
1025,BALLANTYNE ,RD, ,1025 BALLANTYNE RD & SHERLEY D                    ,8/8/2016 7:36,12571937,DP2,-76.1550496466,43.0092673992
2403,BURNET ,AVE, ,2403 BURNET AVE & NICHOLS AV &                    ,8/8/2016 12:30,12580960,DP1,-76.1031289276,43.059141112
311,CLARENCE ,AVE, ,311 CLARENCE AVE & SENECA DR                      ,8/18/2016 4:32,12576620,DP2,-76.139733937,43.0043501002
114,RILL ,AVE, ,114 RILL AVE                                      ,8/19/2016 6:08,12576707,DP2,-76.1482911446,43.011970601
724,SCHUYLER ,ST, ,724 SCHUYLER ST & MYRTLE AVE                      ,8/25/2016 11:00,12572682,DP2,-76.1935574584,43.0470272076
123,DELL ,ST, ,123 DELL ST                                       ,9/1/2016 5:37,12578177,DP2,-76.1202389322,43.0419376109
537,LEMOYNE ,AVE, ,537 LEMOYNE AVE & SPRING ST,4/13/2016 13:16,12575264,DP2,-76.1614221515,43.0724149097
551,CORTLAND ,AVE, ,551 CORTLAND AVE & SOUTH AVE,4/15/2016 9:22,12573189,DP1,-76.1578882421,43.0284574068
203,RIVERDALE ,DR, ,203-05 RIVERDALE DR,4/16/2016 9:05,12571737,DP2,-76.1555967386,43.0006327011
134,MERRITT ,AVE, ,134 MERRITT AVE,4/16/2016 10:28,12571711,DP2,-76.1543357375,42.9990580983
204,HOPPER ,RD, ,204 HOPPER RD,4/18/2016 10:22,12571720,DP2,-76.1593889406,43.000076099
1821,VALLEY ,DR, ,1821 VALLEY DR & CHAFFEE AVE E,4/18/2016 10:55,12571710,DP2,-76.1523926366,42.9979055977
107,CHAFFEE ,AVE,E ,107 CHAFFEE AVE E,4/18/2016 10:59,12571710,DP2,-76.1521777417,42.9978801978
114,LOEHR ,AVE, ,114-16 LOEHR AVE,4/19/2016 11:39,12573000,DP1,-76.1803124553,43.0346766042
332,ROWLAND ,ST, ,332 ROWLAND ST & HERRIMAN ST,4/19/2016 13:07,12573052,DP1,-76.1769291484,43.0358497018
206,ACADEMY ,PL, ,206 ACADEMY PL,4/19/2016 13:13,12576499,DP2,-76.15155794,42.9959127007
103,CARLTON ,RD, ,103 CARLTON RD,4/20/2016 9:25,12571873,DP1,-76.1764574521,43.0235622001
430,HUBBELL ,AVE, ,430-32 HUBBELL AVE & CROSSETT ST,4/21/2016 9:16,12572953,DP1,-76.1702804475,43.0279504003
5316,SALINA ,ST,S ,5316-18 SALINA ST S & FISCOE AVE,4/21/2016 10:32,12576504,DP2,-76.1443539366,42.9927935954
201,PARKWAY ,DR, ,201 PARKWAY DR & BELLAIRE PL,4/21/2016 10:58,12572056,DP1,-76.1628942477,43.0238699056
321,GRANGER ,ST, ,321 GRANGER ST & SEYMOUR ST,4/22/2016 11:19,13009792,DP1,-76.1558762404,43.0424992041
440,GENESEE ,ST,W ,440 GENESEE ST W,4/23/2016 9:44,13020303,DP1,-76.158006146,43.0532954084
701,FAYETTE ,ST,E ,701-03 FAYETTE ST E & ALMOND ST,4/23/2016 9:48,12577802,DP2,-76.1420567378,43.0485919086
205,LATTER ,DR, ,205 LATTER DR TO CHELTENHAM R,5/6/2016 9:53,12576538,DP2,-76.1387107379,42.9944274009
100,VELASKO ,RD, ,100 VELASKO RD & GRAND AVE,5/11/2016 12:47,12572413,DP2,-76.1881081521,43.0353886008
221,LORRAINE ,AVE, ,221 LORRAINE AVE,5/12/2016 10:27,12576974,DP1,-76.132113735,43.0235589033
141,CORDOVA ,ST, ,141 CORDOVA ST & SPRINGBROOK,5/16/2016 10:00,12576651,DP2,-76.1388372387,43.0066666033
101,SPRINGBROOK ,AVE, ,101 SPRINGBROOK AVE,5/16/2016 10:16,12576652,DP2,-76.138791739,43.0075151016
4210,SALINA ,ST,S ,4210-24 SALINA ST S & FLORENCE AV,5/16/2016 11:29,13002116,DP2,-76.1430407344,43.0071196036
338,RANDOLPH ,ST, ,338 RANDOLPH ST,5/16/2016 16:12,12576618,DP2,-76.1417214416,43.0032356971
232,FERNDALE ,DR, ,232 FERNDALE DR,5/18/2016 11:24,12576581,DP1,-76.1459719371,43.004403897
232,FERNDALE ,DR, ,232 FERNDALE DR,5/18/2016 11:25,12576581,DP1,-76.1459762401,43.0043641982
500,ERIE ,BLVD,W ,500-02 ERIE BLVD W & PLUM ST & T,5/19/2016 8:41,12573770,DP1,-76.1607554489,43.0501051106
310,MARGUERITE ,AVE, ,310 MARGUERITE AVE,5/24/2016 9:12,12572073,DP1,-76.1588756433,43.0200181039
128,CAMP ,AVE, ,128 CAMP AVE,5/26/2016 10:11,12571771,DP1,-76.1570141454,43.0079235971
100,AMES ,AVE, ,100 AMES AVE & ENGLEWOOD AVE,5/31/2016 9:32,12571734,DP1,-76.1575997391,43.0038272003
217,LOOMIS ,AVE, ,217 LOOMIS AVE,5/31/2016 15:08,12571938,DP1,-76.1540941446,43.0092801034
125,ALEXANDER ,AVE, ,125-27 ALEXANDER AVE,6/1/2016 10:41,12577333,DP1,-76.1508701449,43.032995206
304,ULSTER ,ST, ,304 ULSTER ST,6/1/2016 13:02,12573388,DP1,-76.1835141498,43.0488577047
801,AVERY ,AVE, ,801 AVERY AVE & HERKIMER ST,6/4/2016 11:25,12572757,DP1,-76.1950304619,43.0522741084
316,CARLTON ,DR, ,316 CARLTON DR & GENESEE PKWY,6/6/2016 10:15,12578917,DP1,-76.0893049244,43.0422001072
209,TIOGA ,ST, ,209 TIOGA ST,6/7/2016 10:50,12573628,DP1,-76.1632517503,43.0458927089
2103,GRANT ,BLVD, ,2103 GRANT BLVD & CLEVELAND AV,6/20/2016 10:28,12580283,DP1,-76.1435839456,43.0724566119
208,BROADVIEW ,DR, ,208 BROADVIEW DR,6/21/2016 13:30,12572176,DP2,-76.2014929601,43.0249476047
112,WHITWELL ,DR, ,112 WHITWELL DR,7/8/2016 8:28,12580135,DP2,-76.137868738,43.0648461139
170,VALLEY VIEW,DR, ,170 VALLEY VIEW DR                                ,8/3/2016 11:00,12571923,DP2,-76.1595041406,43.0097606997
135,MAURICE ,AVE, ,135 MAURICE AVE & BARNES AVE                      ,8/15/2016 16:48,12571902,DP2,-76.1605529417,43.0121555982
234,LAFAYETTE ,RD, ,234 LAFAYETTE RD                                  ,8/24/2016 6:21,12576656,DP2,-76.1310357297,42.9967660977
504,STATE FAIR,BLVD, ,504-08 STATE FAIR BLVD                            ,8/24/2016 10:14,12574976,DP2,-76.1815297534,43.0593096109
1202,BELLEVUE ,AVE, ,1202 BELLEVUE AVE & GEDDES ST                     ,9/2/2016 9:13,13013121,DP2,-76.1754654515,43.0328722054
101,GEDDES ,ST,N ,101-03 GEDDES ST N & ERIE BLVD W                  ,9/26/2016 6:18,12573466,DP2,-76.1718969479,43.048179108
531,LEMOYNE ,AVE, ,531-33 LEMOYNE AVE,4/13/2016 13:21,12575264,DP2,-76.1614849528,43.0723522087
415,CLINTON ,ST,S ,415-17 CLINTON ST S,4/14/2016 10:08,12573747,DP2,-76.1533934407,43.0473316049
1066,GENESEE ,ST,W ,1066 GENESEE ST W,4/14/2016 13:36,12573559,DP1,-76.1732284488,43.0537281098
110,RIVERDALE ,DR, ,110 RIVERDALE DR & KRAMER DR,4/16/2016 9:24,12571738,DP2,-76.1558911435,43.0013163961
110,RIVERDALE ,DR, ,110 RIVERDALE DR & KRAMER DR,4/16/2016 9:24,12571738,DP2,-76.1559216413,43.0013323999
166,REED ,AVE, ,166-68 REED AVE,4/18/2016 12:47,12572914,DP1,-76.1816764483,43.0305344037
406,ACADEMY ,PL, ,406 ACADEMY PL,4/19/2016 9:55,12576486,DP2,-76.1512531417,42.9923965965
114,LOEHR ,AVE, ,114-16 LOEHR AVE,4/19/2016 11:41,12573000,DP1,-76.180325948,43.0346734064
118,NORMANOR ,DR, ,118 NORMANOR DR,4/19/2016 14:04,12576513,DP2,-76.150554441,42.9968161956
105,STACY ,PL, ,105 STACY PL,4/20/2016 10:15,12576497,DP2,-76.1509102368,42.9950180954
190,FISCOE ,AVE, ,190 FISCOE AVE,4/21/2016 9:46,12576504,DP2,-76.1473477429,42.9927286972
100,LONG MEADOW,DR, ,100 LONG MEADOW DR & HILTON R,4/21/2016 11:08,12564382,DP2,-76.1453144332,42.9906378973
512,MIDLAND ,AVE, ,512 MIDLAND AVE & HOVEY ST,4/22/2016 9:09,12573234,DP1,-76.1551864421,43.0330381039
360,WASHINGTON ,ST,W ,360 WASHINGTON ST W & WEST S,4/23/2016 9:02,12573838,DP1,-76.1588419475,43.0497919109
5017,SALINA ,ST,S ,5017 SALINA ST S & CHELTENHAM,4/25/2016 13:21,12576529,DP2,-76.1434334419,42.995405097
105,EDNA ,RD, ,105 EDNA RD,4/28/2016 11:16,12564393,DP2,-76.1417849345,42.9850973981
307,CLINTON ,ST,S ,307-13 CLINTON ST S,4/30/2016 8:57,12573749,DP2,-76.153492444,43.0481606087
218,STRATHMORE ,DR, ,218 STRATHMORE DR & STINARD A,4/30/2016 10:58,12571870,DP2,-76.1726562489,43.0211051047
206,STRATHMORE ,DR, ,206 STRATHMORE DR,4/30/2016 11:10,12571883,DP2,-76.1718727473,43.0219249005
151,CENTENNIAL ,DR, ,151 CENTENNIAL DR,4/30/2016 11:39,13002148,DP2,-76.1595839469,43.0271796022
185,MAPLEWOOD ,AVE, ,185 MAPLEWOOD AVE,5/3/2016 9:37,12564408,DP2,-76.1405637378,42.9882138975
155,CHELTENHAM ,RD,E ,155 CHELTENHAM RD E,5/9/2016 11:30,12576530,DP2,-76.141334636,42.995228098
214,MONTICELLO ,DR,S ,214 MONTICELLO DR S,5/10/2016 11:35,12576557,DP2,-76.139199637,42.9971840995
107,HARRINGTON ,RD, ,107 HARRINGTON RD,5/12/2016 9:22,12578658,DP1,-76.1018777272,43.0406399112
439,JAMESVILLE ,AVE, ,439 JAMESVILLE AVE & VINCENT,5/12/2016 12:58,12576971,DP1,-76.132878938,43.0213381031
343,FLORENCE ,AVE,E ,343 FLORENCE AVE E & SPRINGBR,5/16/2016 10:12,12576652,DP2,-76.1388966353,43.0072776034
137,GLEN ,AVE,W ,137 GLEN AVE W,5/19/2016 14:46,12576629,DP2,-76.1448126343,43.0055726988
300,ATLANTIC ,AVE, ,300 ATLANTIC AVE,5/23/2016 9:44,12571953,DP1,-76.1526637392,43.0107881988
101,ROCKLAND ,AVE, ,101 ROCKLAND AVE & HUNT AVE,5/23/2016 13:52,12572141,DP1,-76.155630641,43.0236776013
600,BRIGHTON ,AVE,W ,600 BRIGHTON AVE W & HUNT AVE,5/23/2016 15:18,12572098,DP1,-76.1555951396,43.0192314041
148,CAMP ,AVE, ,148 CAMP AVE,5/26/2016 9:42,12571764,DP1,-76.1581041432,43.0078870997
328,ENGLEWOOD ,AVE, ,328 ENGLEWOOD AVE,5/27/2016 9:20,12571733,DP1,-76.1574831468,43.0042959027
123,ALEXANDER ,AVE, ,123 ALEXANDER AVE,6/1/2016 10:49,12577333,DP1,-76.1510137406,43.0332536038
124,CORNING ,AVE,W ,124 CORNING AVE W,6/3/2016 11:01,12576806,DP1,-76.1433242427,43.0187117046
315,ESSEX ,ST, ,315 ESSEX ST & MYRTLE AVE,6/4/2016 11:57,12572769,DP1,-76.1984466561,43.0542676054
1345,TEALL ,AVE, ,1345 TEALL AVE,6/6/2016 14:44,12580512,DP1,-76.1227881354,43.0662127094
106,SALISBURY ,RD, ,106 SALISBURY RD SYRACUSE 13219,6/25/2016 8:58,12572689,DP2,-76.190270954,43.0425322079
901,WALNUT ,AVE, ,901 WALNUT AVE & MARSHALL ST,7/8/2016 11:44,12577578,DP2,-76.1322479344,43.0414311098
100,SUNSTRUCK ,DR, ,100 SUNSTRUCK DR & ROBINSON S,7/11/2016 15:33,13028294,DP1,-76.1204287373,43.0579367113
506,MADISON ,ST, ,506-14 MADISON ST                                 ,7/31/2016 6:41,13017750,DP2,-76.1426506409,43.0455464066
120,DIANA ,AVE, ,120 DIANA AVE                                     ,8/1/2016 11:34,12576917,DP1,-76.1284697371,43.0142696995
118,HALL ,AVE, ,118 HALL AVE                                      ,8/3/2016 7:24,12576722,DP2,-76.1427454402,43.0125524038
206,HALL ,AVE, ,206-08 HALL AVE                                   ,8/3/2016 7:54,12576722,DP2,-76.1458474396,43.0123598999
323,HUTCHINSON ,AVE, ,323 HUTCHINSON AVE & CLAYTON                      ,8/17/2016 15:44,12571910,DP2,-76.1690039505,43.0157625985
425,CAYUGA ,ST, ,425 CAYUGA ST & MYRTLE AVE                        ,8/25/2016 7:34,12572684,DP2,-76.1944882568,43.0484229077
1259,CANAL ,ST, ,1259 CANAL ST SYRACUSE 13210,4/13/2016 7:29,13001865,DP1,-76.1085534314,43.0553924118
550,CORTLAND ,AVE, ,550 CORTLAND AVE,4/14/2016 13:08,12573213,DP2,-76.1573601405,43.0290122019
536,CORTLAND ,AVE, ,536 CORTLAND AVE & DEARBORN P,4/14/2016 13:10,12573216,DP2,-76.1568126443,43.0294161022
222,RIVERDALE ,DR, ,222 RIVERDALE DR,4/16/2016 8:51,12571737,DP2,-76.1557032429,42.9999656006
117,CHAFFEE ,AVE,E ,117 CHAFFEE AVE E,4/18/2016 11:23,12576514,DP2,-76.15103274,42.9978848954
135,ACADEMY ,PL, ,135 ACADEMY PL,4/19/2016 13:16,12576499,DP2,-76.1515362367,42.996126097
103,ACADEMY ,PL, ,103 ACADEMY PL & CHAFFEE AVE,4/19/2016 13:35,12576512,DP2,-76.1516844408,42.9977349001
207,BROOKLEA ,DR, ,207 BROOKLEA DR & ACADEMY PL,4/20/2016 9:11,12576489,DP2,-76.151289739,42.9936426992
125,BISSELL ,ST,W ,125-27 BISSELL ST W,4/21/2016 11:26,12573172,DP1,-76.1601049428,43.0258806054
376,WATER ,ST,W ,376 WATER ST W TO ERIE BLVD W,4/23/2016 9:04,12573838,DP1,-76.1588932503,43.0499247047
5202,SALINA ,ST,S ,5202 SALINA ST S & WARRINGTON,4/25/2016 9:59,12576523,DP2,-76.1437461364,42.9939998991
5825,SALINA ,ST,S ,5825 SALINA ST S & PARRISH LAN,4/25/2016 11:03,12564396,DP2,-76.1437414382,42.986188894
2216,COLVIN ,ST,E ,2216-24 COLVIN ST E & JULIAN PL,4/27/2016 10:03,12577142,DP2,-76.1109417284,43.021889403
3123,SALINA ,ST,S ,3123 SALINA ST S & PLEASANT AV,4/27/2016 11:39,13012959,DP2,-76.1414556391,43.0172542001
3316,SALINA ,ST,S ,3316 SALINA ST S,4/27/2016 13:22,12576772,DP2,-76.1411572367,43.0156709001
147,RICHFIELD ,AVE, ,147 RICHFIELD AVE,5/3/2016 10:48,12564409,DP2,-76.1425972361,42.9890473993
147,CONIFER ,DR, ,147 CONIFER DR,5/3/2016 11:17,12564411,DP2,-76.1405886391,42.9906354004
302,SENECA ,TNPK,E ,302 SENECA TNPK E & MONTICELL,5/10/2016 10:47,12576562,DP2,-76.1384972353,42.9998266017
127,CLARENCE ,AVE, ,127 CLARENCE AVE & RANDOLPH S,5/17/2016 10:50,12576614,DP1,-76.1419444394,43.0042901019
1202,MCBRIDE ,ST,S ,1202-04 MCBRIDE ST S & TAYLOR ST,5/23/2016 11:44,12577467,DP1,-76.143718639,43.0393656038
400,HUNT ,AVE, ,400 HUNT AVE & MARGUERITE AVE,5/23/2016 14:49,12572098,DP1,-76.1555932442,43.0195896045
600,BRIGHTON ,AVE,W ,600 BRIGHTON AVE W & HUNT AVE,5/23/2016 15:13,12572098,DP1,-76.1556636451,43.0195382052
206,MARGUERITE ,AVE, ,206 MARGUERITE AVE,5/24/2016 9:22,12572077,DP1,-76.1562099466,43.020052105
716,BARNES ,AVE, ,716 BARNES AVE,5/24/2016 10:07,12571730,DP1,-76.1587994392,43.0036398983
613,BARNES ,AVE, ,613 BARNES AVE,5/24/2016 10:26,12571754,DP1,-76.1590377443,43.0065837006
160,WENTE ,TERR, ,160 WENTE TERR & BARNES AVE,5/24/2016 13:11,12571898,DP1,-76.1605667398,43.0111118974
114,BARNES ,AVE, ,114 BARNES AVE & PALMER LN,5/24/2016 13:19,12571901,DP1,-76.1605921441,43.0118914035
1964,FAYETTE ,ST,E ,1964 FAYETTE ST E & WESTMORELA,6/6/2016 9:33,13028261,DP1,-76.1147964352,43.048070206
204,ARTHUR ,ST, ,204 ARTHUR ST,6/15/2016 10:17,12573017,DP2,-76.1772132496,43.0352677061
340,VINCENT ,ST, ,340 VINCENT ST,6/22/2016 11:12,12576980,DP2,-76.1291087357,43.0214674055
229,VINCENT ,ST, ,229 VINCENT ST & LORRAINE AVE,6/22/2016 13:20,12576977,DP2,-76.131819932,43.0213177042
104,BERWYN ,AVE, ,104 BERWYN AVE,6/24/2016 9:05,12577307,DP2,-76.1392226339,43.0254864012
518,COLVIN ,ST,E ,518 COLVIN ST E & BENEDICT AV,6/24/2016 10:11,12576899,DP2,-76.1381886371,43.0258206018
172,HALL ,AVE, ,172-74 HALL AVE                                   ,8/3/2016 7:41,12576722,DP2,-76.1447702428,43.0123874023
210,HALL ,AVE, ,210 HALL AVE                                      ,8/3/2016 7:59,12576722,DP2,-76.1460031356,43.0122789031
242,HALL ,AVE, ,242 HALL AVE                                      ,8/3/2016 8:10,12576722,DP2,-76.1471482361,43.0123102023
156,VALLEY VIEW,DR, ,156 VALLEY VIEW DR                                ,8/3/2016 10:50,12571923,DP2,-76.1589959457,43.0097763992
1813,VALLEY ,DR, ,1813 VALLEY DR                                    ,8/11/2016 7:04,12571712,DP2,-76.1528284363,42.9983181978
111,CLAYTON ,AVE, ,111 CLAYTON AVE & LYNCH AVE                       ,8/18/2016 7:16,12571906,DP2,-76.168731743,43.0145802037
312,MYRTLE ,AVE, ,312 MYRTLE AVE & HAMILTON ST                      ,8/25/2016 10:37,12572682,DP2,-76.1936599562,43.0473574046
97,ELMHURST ,AVE, ,97 ELMHURST AVE REAR                              ,8/26/2016 6:40,12572103,DP2,-76.1547989448,43.0200132044
2312,GRANT ,BLVD, ,2312 GRANT BLVD                                   ,9/19/2016 10:42,12580572,DP2,-76.1461359425,43.0737884103
301,ALVORD ,ST,S ,301 ALVORD ST S & LAUREL ST E                     ,9/21/2016 6:57,12580033,DP2,-76.1439336418,43.0608471085
101,GEDDES ,ST,N ,101-03 GEDDES ST N & ERIE BLVD W                  ,9/26/2016 6:09,12573466,DP2,-76.1712754485,43.048102209
414,CORTLAND ,AVE, ,414 CORTLAND AVE,4/15/2016 8:56,12573231,DP1,-76.1543649417,43.0310499056
551,CORTLAND ,AVE, ,551 CORTLAND AVE & SOUTH AVE,4/15/2016 9:24,12573189,DP1,-76.1578651464,43.0284417055
203,RIVERDALE ,DR, ,203-05 RIVERDALE DR,4/16/2016 9:06,12571737,DP2,-76.1555584434,43.0006395994
405,HOEFLER ,ST, ,405 HOEFLER ST,4/19/2016 11:17,12572998,DP1,-76.1794214523,43.0330369022
650,WATER ,ST,E ,650 WATER ST E & ALMOND ST,4/23/2016 10:14,12577993,DP2,-76.1421049414,43.0501244102
201,PARRISH ,LN, ,201 PARRISH LN,4/25/2016 10:46,12564398,DP2,-76.1423457348,42.9860885956
5509,SALINA ,ST,S ,5509 SALINA ST S,4/25/2016 11:28,12564383,DP2,-76.1440447364,42.9908865974
100,NEWELL ,ST,W ,100 NEWELL ST W & SALINA ST S,4/27/2016 11:06,12576842,DP2,-76.1419029372,43.0183407047
3320,SALINA ,ST,S ,3320 SALINA ST S,4/27/2016 13:22,12576772,DP2,-76.1411739364,43.0156486011
3506,SALINA ,ST,S ,3506-08 SALINA ST S,4/27/2016 13:34,12576766,DP2,-76.1416494416,43.0138766031
117,COLVIN ,ST,E ,117 COLVIN ST E & BEARD PL,4/30/2016 13:24,12577273,DP2,-76.1444077367,43.0258479012
119,CONIFER ,DR, ,119 CONIFER DR,5/3/2016 12:46,12564411,DP2,-76.1422386376,42.9905908959
253,GREENWOOD ,PL, ,253 GREENWOOD PL & JUDSON ST,5/6/2016 13:47,12577633,DP2,-76.1221526313,43.0407222099
151,CHELTENHAM ,RD,E ,151 CHELTENHAM RD E,5/9/2016 11:29,12576530,DP2,-76.1415611372,42.9952638999
131,ARSENAL ,DR, ,131 ARSENAL DR,5/10/2016 10:39,12576562,DP2,-76.1374007337,42.9998094018
210,MONTICELLO ,DR,S ,210 MONTICELLO DR S,5/10/2016 11:33,12576557,DP2,-76.1389629399,42.9975946019
133,MONTICELLO ,DR,N ,133 MONTICELLO DR N,5/12/2016 12:31,12576622,DP2,-76.1387552404,43.0012086
319,RANDOLPH ,ST, ,319 RANDOLPH ST,5/16/2016 16:00,12576618,DP2,-76.1416114339,43.0036795977
101,THURLOW ,DR, ,101 THURLOW DR & SUNRISE DR,5/17/2016 15:55,12576545,DP1,-76.1374377353,42.996410701
211,WILKINSON ,ST, ,211 WILKINSON ST & BARKER PL,5/19/2016 9:26,12573771,DP1,-76.1620239509,43.0505359045
722,BALLANTYNE ,RD, ,722 BALLANTYNE RD & GIRARD AV,5/20/2016 11:32,12571949,DP1,-76.1524142411,43.010300398
1727,SOUTH ,AVE, ,1727-29 SOUTH AVE & MARGUERITE AV,5/24/2016 9:06,12572073,DP1,-76.1598166465,43.0201164029
212,ENGLEWOOD ,AVE, ,212 ENGLEWOOD AVE,5/27/2016 9:33,12571772,DP1,-76.1557086417,43.0047701001
1023,VALLEY ,DR, ,1023 VALLEY DR & FISH AVE,5/31/2016 15:47,12571780,DP1,-76.1543446398,43.0068581988
118,ALEXANDER ,AVE, ,118 ALEXANDER AVE,6/1/2016 10:44,12577333,DP1,-76.1509917409,43.0330324043
124,CORNING ,AVE,W ,124 CORNING AVE W,6/3/2016 11:03,12576806,DP1,-76.1433559352,43.0187204004
315,HAYDEN ,AVE, ,315 HAYDEN AVE,6/7/2016 8:24,12572774,DP1,-76.1974749575,43.0546692062
224,HAYDEN ,AVE, ,224 HAYDEN AVE,6/7/2016 8:36,12572789,DP1,-76.1969267606,43.0538611052
138,LAKEVIEW ,AVE, ,138 LAKEVIEW AVE,6/7/2016 9:53,12573522,DP1,-76.1756647517,43.0493981097
232,CORNING ,AVE,W ,232 CORNING AVE W,6/8/2016 11:09,12576802,DP2,-76.1469564368,43.0183832055
201,ARTHUR ,ST, ,201 ARTHUR ST,6/15/2016 10:14,12573017,DP2,-76.1771492537,43.0354026063
258,CROLY ,ST, ,258 CROLY ST,6/17/2016 9:17,12578715,DP1,-76.1125011319,43.0460982112
258,CROLY ,ST, ,258 CROLY ST,6/17/2016 9:17,12578715,DP1,-76.1125291323,43.0460702118
175,SEELEY ,AVE, ,175 SEELEY AVE,6/21/2016 13:54,12576577,DP2,-76.1461726387,43.001445399
1200,COMSTOCK ,AVE, ,1200 COMSTOCK AVE & VINCENT ST,6/22/2016 11:10,12576980,DP2,-76.1290407332,43.0214412009
363,BUCKINGHAM ,AVE, ,363 BUCKINGHAM AVE & ANDOVER,6/23/2016 15:26,12577529,DP2,-76.120627229,43.0278422044
600,COLVIN ,ST,E ,600-04 COLVIN ST E & BENEDICT AV,6/24/2016 10:46,12576899,DP2,-76.1381786388,43.0261281055
908,SPRING ,ST, ,908 SPRING ST,6/27/2016 13:29,12575302,DP1,-76.1525256412,43.0693017114
170,VALLEY VIEW,DR, ,170 VALLEY VIEW DR                                ,8/3/2016 10:58,12571923,DP2,-76.1594672468,43.0097677021
2013,VALLEY ,DR, ,2013 VALLEY DR                                    ,8/12/2016 6:46,12571701,DP2,-76.1527872396,42.9956775952
311,CLARENCE ,AVE, ,311 CLARENCE AVE & SENECA DR                      ,8/18/2016 4:31,12576620,DP2,-76.139713141,43.0043424009
102,RILL ,AVE, ,102 RILL AVE & MIDLAND AVE                        ,8/19/2016 6:07,12576707,DP2,-76.1482426446,43.0119767032
145,VINCENT ,ST, ,145 VINCENT ST                                    ,8/29/2016 6:30,13028620,DP2,-76.1335807378,43.021523105
326,HILLVIEW ,AVE, ,326 HILLVIEW AVE                                  ,9/1/2016 6:24,12572016,DP2,-76.163705642,43.0205762
